Date,Poll,QuestionNum,QuestionWord,Region,N,SurveyMethod,Likely.vs.All,Ease,Grade,National,Geo,SurveyNum,Topic
10/19/16,Quinnipiac University,12,"In deciding your vote for president, are the allegations that Donald Trump groped or made inappropriate sexual advances towards women a deal breaker, a big deal but not a deal breaker, or not a big deal?",US,1007,Phone,Registered,41.05,16.48,1,National,12,2
10/19/16,Quinnipiac University,13,Do you think that the news media is biased against Donald Trump or not?,US,1007,Phone,Registered,89.9,4.2,1,National,12,2
11/22/16,Quinnipiac University,1,"Is your opinion of Donald Trump favorable, unfavorable or haven't you heard enough about him?",US,1071,Phone,Registered,58.41,9.09,1,National,13,7
11/22/16,Quinnipiac University,2,"Is your opinion of Mike Pence favorable, unfavorable or haven't you heard enough about him?",US,1071,Phone,Registered,63.7,8.35,1,National,13,7
11/22/16,Quinnipiac University,3,"Is your opinion of Melania Trump favorable, unfavorable or haven't you heard enough about her?",US,1071,Phone,Registered,53.12,9.82,1,National,13,7
11/22/16,Quinnipiac University,4,Are you generally optimistic or pessimistic about the next four years with Donald Trump as president?,US,1071,Phone,Registered,42.55,11.3,1,National,13,5
11/22/16,Quinnipiac University,5,"Do you think that Donald Trump will be a better president than President Obama, a worse president, or will be about the same as President Obama?",US,1071,Phone,Registered,56.8,11.8,1,National,13,6
11/22/16,Quinnipiac University,6,"Do you think that Donald Trump will be a great president, a good president, a not so good president, or a bad president?",US,1071,Phone,Registered,65.79,9.8,1,National,13,2
11/22/16,Quinnipiac University,7,"Do you think Donald Trump's policies will help the nation's economy, hurt the nation's economy, or won't make a difference?",US,1071,Phone,Registered,69.68,9.5,1,National,13,1
11/22/16,Quinnipiac University,8,"Do you think Donald Trump's policies will help your personal financial situation, hurt your personal financial situation, or won't make a difference?",US,1071,Phone,Registered,34.43,14.42,1,National,13,1
11/22/16,Quinnipiac University,9,Do you think Donald Trump is taking the Republican Party in the right direction or the wrong direction?,US,1071,Phone,Registered,56.97,9.79,1,National,13,1
11/22/16,Quinnipiac University,10,"As president, do you think Donald Trump will take the nation in the right direction or the wrong direction?",US,1071,Phone,Registered,67.33,8.59,1,National,13,1
11/22/16,Quinnipiac University,11,"Would you say that Donald Trump is honest, or not?",US,1071,Phone,Registered,95.17,2.47,1,National,13,4
11/22/16,Quinnipiac University,12,"Would you say that Donald Trump has good leadership skills, or not?",US,1071,Phone,Registered,88.91,3.84,1,National,13,7
11/22/16,Quinnipiac University,13,"Would you say that Donald Trump cares about average Americans, or not?",US,1071,Phone,Registered,67.76,6.79,1,National,13,3
11/22/16,Quinnipiac University,14,"Would you say that Donald Trump is level headed, or not?",US,1071,Phone,Registered,88,3.72,1,National,13,1
11/22/16,Quinnipiac University,15,"Would you say that Donald Trump is a strong person, or not?",US,1071,Phone,Registered,95.95,2.86,1,National,13,4
11/22/16,Quinnipiac University,16,"Would you say that Donald Trump is intelligent, or not?",US,1071,Phone,Registered,78.25,4.83,1,National,13,7
11/22/16,Quinnipiac University,17,"Do you feel that Donald Trump is someone that you can relate to, or not?",US,1071,Phone,Registered,90.09,4.42,1,National,13,2
11/22/16,Quinnipiac University,18,"Do you feel that Donald Trump will do more to unite the country as President, or do more to divide the country as President?",US,1071,Phone,Registered,69.68,9.5,1,National,13,2
11/22/16,Quinnipiac University,19,"As president, do you think Donald Trump will - bring your healthcare costs down, or not?",US,1071,Phone,Registered,84.45,5.21,1,National,13,3
11/22/16,Quinnipiac University,20,"As president, do you think Donald Trump will - create jobs, or not?",US,1071,Phone,Registered,81.86,4.82,1,National,13,6
11/22/16,Quinnipiac University,21,"As president, do you think Donald Trump will - lower your taxes, or not?",US,1071,Phone,Registered,76.5,5.82,1,National,13,6
11/22/16,Quinnipiac University,22,"As president, do you think Donald Trump will - keep the country safe from terrorism, or not?",US,1071,Phone,Registered,74.27,6.88,1,National,13,2
11/22/16,Quinnipiac University,23,"As president, do you think Donald Trump will - defeat ISIS, or not?",US,1071,Phone,Registered,81.86,4.82,1,National,13,6
11/22/16,Quinnipiac University,24,"As president, do you think Donald Trump will - get Mexico to pay for a wall along the Mexican border, or not?",US,1071,Phone,Registered,68.69,8.9,1,National,13,3
11/22/16,Quinnipiac University,25,"How confident are you that Donald Trump will make things better for America: very confident, somewhat confident, not so confident, or not confident at all?",US,1071,Phone,Registered,58.79,8.17,1,National,13,2
11/22/16,Quinnipiac University,26,"How confident are you that Donald Trump will make things better for you and your family: very confident, somewhat confident, not so confident, or not confident at all?",US,1071,Phone,Registered,62.7,7.99,1,National,13,2
11/22/16,Quinnipiac University,27,"As president, do you think Donald Trump will mostly bring the right kind of change to the country, mostly bring the wrong kind of change, or will not really bring much change either way?",US,1071,Phone,Registered,65.33,12.59,1,National,13,2
11/22/16,Quinnipiac University,28,"As president, do you believe that Donald Trump will act the same way he did during the campaign, act better than he did, or act worse than he did during the campaign?",US,1071,Phone,Registered,65.96,12.01,1,National,13,4
11/22/16,Quinnipiac University,29,"Has President-elect Trump's behavior since the election made you feel better about him as president, worse about him as president, or has it not changed your opinion of him as president at all?",US,1071,Phone,Registered,50.4,14.68,1,National,13,2
11/22/16,Quinnipiac University,30,"As you may know, Donald Trump made controversial statements throughout the campaign on his personal Twitter account. As president, do you think Donald Trump should keep his personal Twitter account, or not?",US,1071,Phone,Registered,58.41,9.09,1,National,13,4
11/22/16,Quinnipiac University,31,"Which is closer to your point of view: there is too much political correctness in the United States today, or there is too much prejudice in the United States today?",US,1071,Phone,Registered,73.17,6.78,1,National,13,1
11/22/16,Quinnipiac University,32,"How concerned are you that President-elect Trump will try to limit the freedom of the press: very concerned, somewhat concerned, not so concerned, or not concerned at all?",US,1071,Phone,Registered,71.77,6.73,1,National,13,2
11/22/16,Quinnipiac University,33,"How concerned are you that President-elect Trump would veto a law that would be good for the country because it would hurt his business interests: very concerned, somewhat concerned, not so concerned, or not concerned at all?",US,1071,Phone,Registered,69.16,8.21,1,National,13,2
11/22/16,Quinnipiac University,34,"Does the election of Donald Trump make you feel more safe, less safe, or just as safe as you did before?",US,1071,Phone,Registered,88.83,6.09,1,National,13,1
11/22/16,Quinnipiac University,35,What do you think Donald Trump's top priority should be when he becomes President in January?,US,1071,Phone,Registered,55.22,9.78,1,National,13,7
11/22/16,Quinnipiac University,36,"For future presidential elections, would you support or oppose changing to a system in which the president is elected by direct popular vote, instead of by the Electoral College?",US,1071,Phone,Registered,37.37,15.25,1,National,13,1
11/22/16,Quinnipiac University,37,"As president, do you think Donald Trump should - lower taxes on the wealthy, or not?",US,1071,Phone,Registered,78.81,5.99,1,National,13,2
11/22/16,Quinnipiac University,38,"As president, do you think Donald Trump should - remove regulations on businesses and corporations, or not?",US,1071,Phone,Registered,42.55,11.3,1,National,13,2
11/22/16,Quinnipiac University,39,"As president, do you think Donald Trump should - remove specific regulations intended to combat climate change, or not?",US,1071,Phone,Registered,42.87,11.75,1,National,13,2
11/22/16,Quinnipiac University,40,"As president, do you think Donald Trump should - make it easier for people to carry guns, or not?",US,1071,Phone,Registered,71.07,7.82,1,National,13,1
11/22/16,Quinnipiac University,41,"As president, do you think Donald Trump should - defend all of America's NATO allies, if necessary, or not?",US,1071,Phone,Registered,62.88,9.21,1,National,13,2
11/22/16,Quinnipiac University,42,Do you support or oppose building a wall along the border with Mexico?,US,1071,Phone,Registered,69.99,6.73,1,National,13,3
11/22/16,Quinnipiac University,43,"Do you support or oppose renegotiating major trade deals with other countries, even if it means paying more for the products you buy?",US,1071,Phone,Registered,54.75,11.34,1,National,13,3
11/22/16,Quinnipiac University,44,"Do you support or oppose increasing federal spending for roads, bridges, mass transit and other infrastructure?",US,1071,Phone,Registered,47.83,10.56,1,National,13,3
11/22/16,Quinnipiac University,45,"Do you support or oppose putting limits on the number of times Senators and Congressmen can run for office, also known as term limits?",US,1071,Phone,Registered,55.58,11.47,1,National,13,3
11/22/16,Quinnipiac University,46,"Do you support or oppose reducing taxes across the board, even if it means increasing the deficit?",US,1071,Phone,Registered,65.17,8.39,1,National,13,3
11/22/16,Quinnipiac University,47,"Do you support or oppose suspending immigration from ""terror prone"" regions, even if it means turning away refugees from those regions?",US,1071,Phone,Registered,48.55,11.7,1,National,13,3
11/22/16,Quinnipiac University,48,Do you believe that reducing taxes on the wealthy will improve the economy and create more jobs or not?,US,1071,Phone,Registered,71.78,7.97,1,National,13,3
11/22/16,Quinnipiac University,49,"Do you think there should be more government regulation of financial institutions, or do you think increased regulation hurts the economy?",US,1071,Phone,Registered,40.49,12.83,1,National,13,1
11/22/16,Quinnipiac University,50,"How concerned are you about climate change: very concerned, somewhat concerned, not so concerned, or not concerned at all?",US,1071,Phone,Registered,81.42,4.26,1,National,13,2
11/22/16,Quinnipiac University,51,"Which comes closest to your view about illegal immigrants who are currently living in the United States? A) They should be allowed to stay in the United States and to eventually apply for U.S. citizenship. B) They should be allowed to remain in the United States, but not be allowed to apply for U.S. citizenship. C) They should be required to leave the U.S.",US,1071,Phone,Registered,63.57,9.69,1,National,13,3
11/22/16,Quinnipiac University,52,"In general, do you agree or disagree with the 1973 Roe v. Wade Supreme Court decision that established a woman's right to an abortion?",US,1071,Phone,Registered,59.64,11.15,1,National,13,7
11/22/16,Quinnipiac University,53,"Do you think abortion should be legal in all cases, legal in most cases, illegal in most cases or illegal in all cases?",US,1071,Phone,Registered,58.43,10.82,1,National,13,3
11/22/16,Quinnipiac University,54,"Should President-elect Trump choose a Supreme Court nominee based only on whether that person is qualified to be a justice, or should he also consider that person's views on controversial issues like abortion?",US,1071,Phone,Registered,32.98,17.11,1,National,13,5
11/22/16,Quinnipiac University,55,"Do you think President-elect Trump should appoint Supreme Court Justices who will vote to restrict abortion rights, or not?",US,1071,Phone,Registered,58.42,9.83,1,National,13,5
11/22/16,Quinnipiac University,56,"How serious a problem do you think that prejudice against minority groups is in the United States today: a very serious problem, a somewhat serious problem, a not so serious problem, or not a problem at all?",US,1071,Phone,Registered,55.44,10.12,1,National,13,2
11/22/16,Quinnipiac University,57,"Now that Donald Trump has been elected president, are you more concerned about discrimination and violence against minorities, less concerned, or concerned about the same amount?",US,1071,Phone,Registered,47.04,13.16,1,National,13,2
11/22/16,Quinnipiac University,58,Do you approve or disapprove of the way Barack Obama is handling his job as President?,US,1071,Phone,Registered,63.7,8.35,1,National,13,4
11/22/16,Quinnipiac University,59,"Is your opinion of the Democratic Party favorable, unfavorable or haven't you heard enough about it?",US,1071,Phone,Registered,45.26,11.17,1,National,13,7
11/22/16,Quinnipiac University,60,"Is your opinion of the Republican Party favorable, unfavorable or haven't you heard enough about it?",US,1071,Phone,Registered,45.26,11.17,1,National,13,7
11/22/16,Quinnipiac University,61,"In general, how satisfied are you with the way things are going in the nation today; are you very satisfied, somewhat satisfied, somewhat dissatisfied, or very dissatisfied?",US,1071,Phone,Registered,49,9.78,1,National,13,4
11/22/16,Quinnipiac University,62,"How would you rate Barack Obama as the President of the United States; would you say that he has been a great president, a good president, a not so good president, or a bad president?",US,1071,Phone,Registered,75.47,7.08,1,National,13,2
11/22/16,Quinnipiac University,63,"Do you think President Obama's policies have helped your personal financial situation, hurt your personal financial situation, or haven't made a difference?",US,1071,Phone,Registered,27.38,15.4,1,National,13,4
11/22/16,Quinnipiac University,64,"Would you describe the state of the nation's economy these days as excellent, good, not so good, or poor?",US,1071,Phone,Registered,80.79,6.96,1,National,13,2
11/22/16,Quinnipiac University,65,"Do you think the nation's economy is getting better, getting worse, or staying about the same?",US,1071,Phone,Registered,75.12,7,1,National,13,2
11/22/16,Quinnipiac University,66,Would you say that you are better off or worse off financially than you were a year ago?,US,1071,Phone,Registered,85.16,5.85,1,National,13,2
2/17/16,Suffolk University/USA Today,1,"How likely are you to vote in the general election for President in 2016 --very likely, somewhat likely, 50-50 or not likely?ÌâåÊ",US,1000,Phone,Registered,61.45,10.15,1,National,14,4
2/17/16,Suffolk University/USA Today,2,"Do you think of yourself as a Democrat, Republican, or Independent? ",US,1000,Phone,Registered,34.16,11.23,1,National,14,6
2/17/16,Suffolk University/USA Today,3,What is your age category? ,US,1000,Phone,Registered,66.4,5.24,1,National,14,2
2/17/16,Suffolk University/USA Today,4,"For statistical purposes only, can you please tell me what your ethnic background / ancestry is? ",US,1000,Phone,Registered,50.61,9.93,1,National,14,3
2/17/16,Suffolk University/USA Today,5,Do you feel the country is headed in the right direction or is on the wrong track? ,US,1000,Phone,Registered,85.07,5.62,1,National,14,1
2/17/16,Suffolk University/USA Today,6,Do you approve or disapprove of the way Barack Obama is handling his job as president? ,US,1000,Phone,Registered,63.7,8.35,1,National,14,4
2/17/16,Suffolk University/USA Today,7,"Earlier you said you think of yourself as a/an {insert party}. Thinking about the upcoming presidential primaries and caucuses, do you think you will vote in your state's Democratic contest, Republican contest, or do you think you will skip the primary season and just vote next November? ",US,1000,Phone,Registered,49.02,12.51,1,National,14,1
2/17/16,Suffolk University/USA Today,8,"If the Democratic Primary for President was held today, and the candidates were Hillary Clinton and Bernie Sanders, for whom would you vote or lean toward? ",US,1000,Phone,Registered,43.78,13.61,1,National,14,6
2/17/16,Suffolk University/USA Today,9,"If the Republican Primary for President of the United States were held today, who would be your first choice to win the Republican nomination? ",US,1000,Phone,Registered,45,12.95,1,National,14,6
2/17/16,Suffolk University/USA Today,10,Who would be your second choice? ,US,1000,Phone,Registered,102.05,0.52,1,National,14,6
2/17/16,Suffolk University/USA Today,11,What do you think is the most important issue facing the next president? ,US,1000,Phone,Registered,69.99,6.73,1,National,14,2
2/17/16,Suffolk University/USA Today,12,"Recently, the Centers for Disease Control and Prevention put its emergency operations center on the highest level of activation to respond to the Zika Virus outbreak. How concerned are you about the Zika Virus spreading in the United States over the next several months very concerned, somewhat concerned, not very concerned, or not at all concerned? ",US,1000,Phone,Registered,42.45,14.29,1,National,14,3
2/17/16,Suffolk University/USA Today,13,"I'm going to run Democrat Hillary Clinton against the top polled Republicans and for each, please tell me if you would vote for Clinton or the Republican I name. Let's start withÌâåÊDemocrat Hillary Clinton versus Republican Donald Trump?",US,1000,Phone,Registered,49.84,11.4,1,National,14,6
2/17/16,Suffolk University/USA Today,14,Democrat Hillary Clinton versus Republican Marco Rubio?,US,1000,Phone,Registered,-29.9,19.17,1,National,14,6
2/17/16,Suffolk University/USA Today,15,Democrat Hillary Clinton versus Republican Ted Cruz?ÌâåÊ,US,1000,Phone,Registered,-5.73,15.8,1,National,14,6
2/17/16,Suffolk University/USA Today,16,Democrat Hillary Clinton versus Republican John Kasich?ÌâåÊ,US,1000,Phone,Registered,-17.81,17.48,1,National,14,6
2/17/16,Suffolk University/USA Today,17,Now I'm going to run Democrat Bernie Sanders against the same four Republicans. Let's start withÌâåÊDemocrat Bernie Sanders versus Republican Marco Rubio?,US,1000,Phone,Registered,48.64,9.58,1,National,14,6
2/17/16,Suffolk University/USA Today,18,Democrat Bernie Sanders versus Republican Ted Cruz?ÌâåÊ,US,1000,Phone,Registered,18.44,12.43,1,National,14,6
2/17/16,Suffolk University/USA Today,19,Democrat Bernie Sanders versus Republican John Kasich?ÌâåÊ,US,1000,Phone,Registered,6.36,14.11,1,National,14,6
2/17/16,Suffolk University/USA Today,20,Democrat Bernie Sanders versus Republican Donald Trump?ÌâåÊ,US,1000,Phone,Registered,6.36,14.11,1,National,14,6
2/17/16,Suffolk University/USA Today,21,"Now, if I added Independent Michael Bloomberg against Democrat Bernie Sanders and Republican Donald Trump, would you vote for Sanders, Trump, or Bloomberg?ÌâåÊ",US,1000,Phone,Registered,40.04,13.39,1,National,14,6
2/17/16,Suffolk University/USA Today,22,"Do the two major parties Democrat & Republican - do a good job of representing Americans' political views, or do you think a third party or multiple parties is necessary?ÌâåÊ",US,1000,Phone,Registered,30.37,15.98,1,National,14,6
2/17/16,Suffolk University/USA Today,23,Which do you prefer:ÌâåÊA presidential candidate with government experience or an outsider who is a fresh face to politics?,US,1000,Phone,Registered,48.64,8.96,1,National,14,2
2/17/16,Suffolk University/USA Today,24,"Which do you prefer:ÌâåÊA presidential candidate who offers an ambitious agenda, or one who advocates a more limited agenda but guarantees/promises to get it done?",US,1000,Phone,Registered,49,9.78,1,National,14,2
2/17/16,Suffolk University/USA Today,25,"If Hillary Clinton eventually becomes the Democratic nominee after all of the caucuses and primaries, would you feel enthusiastic, satisfied, dissatisfied, or scared?ÌâåÊ",US,1000,Phone,Registered,-0.42,19.03,1,National,14,6
2/17/16,Suffolk University/USA Today,26,"If Bernie Sanders eventually becomes the Democratic nominee after all of the caucuses and primaries, would you feel enthusiastic, satisfied, dissatisfied, or scared?ÌâåÊ",US,1000,Phone,Registered,6.93,18.01,1,National,14,6
2/17/16,Suffolk University/USA Today,27,"If Donald Trump eventually becomes the Republican nominee after all of the caucuses and primaries, would you feel enthusiastic, satisfied, dissatisfied, or scared?ÌâåÊ",US,1000,Phone,Registered,6.93,18.01,1,National,14,6
2/17/16,Suffolk University/USA Today,28,"How would you describe your own political viewpoint very liberal, liberal, moderate, conservative, very conservative?ÌâåÊ",US,1000,Phone,Registered,11.13,15.43,1,National,14,6
2/17/16,Suffolk University/USA Today,29,What TV news or commentary source do you trust the most?ÌâåÊ,US,1000,Phone,Registered,88,3.72,1,National,14,2
2/17/16,Suffolk University/USA Today,30,What is your annual household income?ÌâåÊ,US,1000,Phone,Registered,59.75,6.42,1,National,14,3
2/17/16,Suffolk University/USA Today,31,"How important is religion in your life very important, somewhat important, not very important or not at all important?ÌâåÊ",US,1000,Phone,Registered,45.07,11.69,1,National,14,2
2/17/16,Suffolk University/USA Today,32,"Are you willing to be interviewed by a USA Today reporter for an upcoming article, please give me your name and verify best phone number?ÌâåÊ",US,1000,Phone,Registered,52.87,12.1,1,National,14,4
4/25/16,Suffolk University/USA Today,1,"How likely are you to vote in the general election for President in 2016 --very likely, somewhat likely, 50-50 or not likely?ÌâåÊ",US,1000,Phone,Registered,61.45,10.15,1,National,15,4
4/25/16,Suffolk University/USA Today,2,"Do you think of yourself as a Democrat, Republican, or Independent?ÌâåÊ",US,1000,Phone,Registered,34.16,11.23,1,National,15,6
4/25/16,Suffolk University/USA Today,3,What is your age category?ÌâåÊ,US,1000,Phone,Registered,66.4,5.24,1,National,15,2
4/25/16,Suffolk University/USA Today,4,"For statistical purposes only, can you please tell me what your ethnic background / ancestry is?",US,1000,Phone,Registered,50.61,9.93,1,National,15,3
4/25/16,Suffolk University/USA Today,5,Do you feel the country is headed in the right direction or is on the wrong track?ÌâåÊ,US,1000,Phone,Registered,85.07,5.62,1,National,15,1
4/25/16,Suffolk University/USA Today,6,Do you approve or disapprove of the way Barack Obama is handling his job as president?ÌâåÊ,US,1000,Phone,Registered,63.7,8.35,1,National,15,4
4/25/16,Suffolk University/USA Today,7,"Earlier you said you think of yourself as a/an {insert party}. Thinking about the upcoming presidential primaries and caucuses this year, have you voted or will you vote in your state's Democratic contest, Republican contest, or do you think you will skip the primary season and just vote next November?ÌâåÊ",US,1000,Phone,Registered,48.66,12.93,1,National,15,1
4/25/16,Suffolk University/USA Today,8,"I am going to read you a short list of individuals and for each, please tell me if your opinion of them is generally favorable or generally unfavorable. If you are undecided or if you have never heard of someone, just tell me that. First take Barack Obama. Is your opinion of Barack Obama generally favorable or generally unfavorable?ÌâåÊ",US,1000,Phone,Registered,51.34,9.76,1,National,15,4
4/25/16,Suffolk University/USA Today,9,Is your opinion of Hillary Clinton generally favorable or generally unfavorable?ÌâåÊ,US,1000,Phone,Registered,-19.68,18.74,1,National,15,7
4/25/16,Suffolk University/USA Today,10,Is your opinion of Bernie Sanders generally favorable or generally unfavorable?ÌâåÊ,US,1000,Phone,Registered,-4.29,16.59,1,National,15,7
4/25/16,Suffolk University/USA Today,11,Is your opinion of John Kasich generally favorable or generally unfavorable?ÌâåÊ,US,1000,Phone,Registered,-4.29,16.59,1,National,15,7
4/25/16,Suffolk University/USA Today,12,Is your opinion of Ted Cruz generally favorable or generally unfavorable?ÌâåÊ,US,1000,Phone,Registered,3.4,15.52,1,National,15,7
4/25/16,Suffolk University/USA Today,13,Is your opinion of Donald Trump generally favorable or generally unfavorable?ÌâåÊ,US,1000,Phone,Registered,-4.29,16.59,1,National,15,7
4/25/16,Suffolk University/USA Today,14,"If the Democratic Primary for President was held today, and the candidates were Hillary Clinton and Bernie Sanders, for whom would/did you vote Clinton or Sanders?ÌâåÊ",US,1000,Phone,Registered,41.56,14.17,1,National,15,6
4/25/16,Suffolk University/USA Today,15,"If (insert name) isn't nominated, come November would you vote for the Democratic nominee, vote for the Republican nominee, seriously consider a third party candidate, or stay home and not vote?ÌâåÊ",US,1000,Phone,Registered,26.31,17.54,1,National,15,6
4/25/16,Suffolk University/USA Today,16,"If (insert name) isn't nominated, do you think he/she should become the vice presidential nominee?ÌâåÊ",US,1000,Phone,Registered,55.22,9.78,1,National,15,5
4/25/16,Suffolk University/USA Today,17,"If (insert name) isn't nominated, will that be because his/her opponent prevailed fair and square or will it be because the system was unfairly stacked against the candidate you supported?ÌâåÊ",US,1000,Phone,Registered,50.1,14.22,1,National,15,5
4/25/16,Suffolk University/USA Today,18,"There has been discussion about the role and impact of superdelegates, made up of Democratic elected officials and party leaders, in the Democratic nomination process. Should superdelegates have a vote in choosing the Democratic nominee, or should the nominee be the candidate who has won the most pledged delegates from the states primaries and caucuses?ÌâåÊ",US,1000,Phone,Registered,28.18,16.16,1,National,15,6
4/25/16,Suffolk University/USA Today,19,"Do you think Bernie Sanders should withdraw from the race if Hillary Clinton has clinched the Democratic nomination, or should he continue his campaign to the Democratic National Convention no matter what?ÌâåÊ",US,1000,Phone,Registered,31.59,16.8,1,National,15,6
4/25/16,Suffolk University/USA Today,20,"If the Republican Primary for President of the United States were held today, and the candidates were Ted Cruz, John Kasich, or Donald Trump, for whom would/did you vote?ÌâåÊ",US,1000,Phone,Registered,52.31,13.42,1,National,15,6
4/25/16,Suffolk University/USA Today,21,"If (insert name) isn't nominated, come November would you vote for the Republican nominee, vote for the Democratic nominee, seriously consider a third party candidate, or stay home and not vote?ÌâåÊ",US,1000,Phone,Registered,26.31,17.54,1,National,15,6
4/25/16,Suffolk University/USA Today,22,"If (insert name) isn't nominated, do you think he should become the vice presidential nominee?ÌâåÊ",US,1000,Phone,Registered,53.12,9.82,1,National,15,5
4/25/16,Suffolk University/USA Today,23,"If (insert name) isn't nominated, will that be because his opponent prevailed fair and square or will it be because the system was unfairly stacked against the candidate you supported?ÌâåÊ",US,1000,Phone,Registered,49.83,14.01,1,National,15,5
4/25/16,Suffolk University/USA Today,24,"There has been discussion about the role and impact of delegates in the Republican nomination process. If a candidate arrives at the national convention with a clear lead in delegates, but doesn't have a majority, should he be chosen as the nominee, or should that be left up to the delegates at the convention?ÌâåÊ",US,1000,Phone,Registered,45.1,13.8,1,National,15,1
4/25/16,Suffolk University/USA Today,25,"If no candidate arrives at the convention with the required majority of delegates to be nominated, should the convention only consider candidates who have run for president this year, or should they also consider prospects who didn't run this year?ÌâåÊ",US,1000,Phone,Registered,22.84,20.26,1,National,15,1
4/25/16,Suffolk University/USA Today,26,"Earlier you said you were a Donald Trump voter. If Donald Trump doesn't win the Republican nomination and decides to run as a third party candidate, would you vote for him as an Independent in the general election?ÌâåÊ",US,1000,Phone,Registered,56.89,10.17,1,National,15,6
4/25/16,Suffolk University/USA Today,27,What do you think is the most important issue facing the next president?ÌâåÊ,US,1000,Phone,Registered,69.99,6.73,1,National,15,2
4/25/16,Suffolk University/USA Today,28,"I'm going to run Democrat Hillary Clinton against the top polled Republicans and for each, please tell me if you would vote for Clinton or the Republican I name. Let's start withÌâåÊDemocrat Hillary Clinton versus Republican Donald Trump?",US,1000,Phone,Registered,49.84,11.4,1,National,15,6
4/25/16,Suffolk University/USA Today,29,Democrat Hillary Clinton versus Republican Ted Cruz?ÌâåÊ,US,1000,Phone,Registered,-5.73,15.8,1,National,15,6
4/25/16,Suffolk University/USA Today,30,Democrat Hillary Clinton versus Republican John Kasich?ÌâåÊ,US,1000,Phone,Registered,-17.81,17.48,1,National,15,6
4/25/16,Suffolk University/USA Today,31,Now I'm going to run Democrat Bernie Sanders against the same three Republicans. Let's start withÌâåÊDemocrat Bernie Sanders versus Republican Ted Cruz?,US,1000,Phone,Registered,55.4,8.64,1,National,15,6
4/25/16,Suffolk University/USA Today,32,Democrat Bernie Sanders versus Republican John Kasich?ÌâåÊ,US,1000,Phone,Registered,6.36,14.11,1,National,15,6
4/25/16,Suffolk University/USA Today,33,Democrat Bernie Sanders versus Republican Donald Trump?ÌâåÊ,US,1000,Phone,Registered,6.36,14.11,1,National,15,6
4/25/16,Suffolk University/USA Today,34,"Regardless of how you are voting, do you think Donald Trump can beat Hillary Clinton in a general election?ÌâåÊ",US,1000,Phone,Registered,58.42,9.83,1,National,15,6
4/25/16,Suffolk University/USA Today,35,"Just your best guess. When all the votes are counted this November, who do you think is most likely to be elected president?ÌâåÊ",US,1000,Phone,Registered,81.14,4.8,1,National,15,6
4/25/16,Suffolk University/USA Today,36,"How would you describe your own political viewpoint very liberal, liberal, moderate, conservative, very conservative?ÌâåÊ",US,1000,Phone,Registered,11.13,15.43,1,National,15,6
4/25/16,Suffolk University/USA Today,37,What TV news or commentary source do you trust the most?ÌâåÊ,US,1000,Phone,Registered,88,3.72,1,National,15,2
4/25/16,Suffolk University/USA Today,38,What is your annual household income?ÌâåÊ,US,1000,Phone,Registered,59.75,6.42,1,National,15,3
4/25/16,Suffolk University/USA Today,39,"How important is religion in your life very important, somewhat important, not very important or not at all important?ÌâåÊ",US,1000,Phone,Registered,45.07,11.69,1,National,15,2
4/25/16,Suffolk University/USA Today,40,"Are you willing to be interviewed by a USA Today reporter for an upcoming article, please give me your name and verify best phone number?ÌâåÊ",US,1000,Phone,Registered,52.87,12.1,1,National,15,4
7/11/16,Suffolk University/USA Today,1,"How likely are you to vote in the general election for President this November --very likely, somewhat likely, 50-50 or not likely?ÌâåÊ",US,1000,Phone,Registered,53.76,11.23,1,National,16,4
7/11/16,Suffolk University/USA Today,2,"Do you think of yourself as a Democrat, Republican, or Independent?ÌâåÊ",US,1000,Phone,Registered,34.16,11.23,1,National,16,6
7/11/16,Suffolk University/USA Today,3,What is your age category?ÌâåÊ,US,1000,Phone,Registered,66.4,5.24,1,National,16,2
7/11/16,Suffolk University/USA Today,4,"For statistical purposes only, can you please tell me what your ethnic background / ancestry is?",US,1000,Phone,Registered,50.61,9.93,1,National,16,3
7/11/16,Suffolk University/USA Today,5,Do you feel the country is headed in the right direction or is on the wrong track?ÌâåÊ,US,1000,Phone,Registered,85.07,5.62,1,National,16,1
7/11/16,Suffolk University/USA Today,6,Do you approve or disapprove of the way Barack Obama is handling his job as president?ÌâåÊ,US,1000,Phone,Registered,63.7,8.35,1,National,16,4
7/11/16,Suffolk University/USA Today,7,"I am going to read you a short list of individuals and for each, please tell me if your opinion of them is generally favorable or generally unfavorable. If you are undecided or if you have never heard of someone, just tell me that. First take Barack Obama. Is your opinion of Barack Obama generally favorable or generally unfavorable?",US,1000,Phone,Registered,51.34,9.76,1,National,16,4
7/11/16,Suffolk University/USA Today,8,Is your opinion of Hillary Clinton generally favorable or generally unfavorable?,US,1000,Phone,Registered,-19.68,18.74,1,National,16,7
7/11/16,Suffolk University/USA Today,9,Is your opinion of Bernie Sanders generally favorable or generally unfavorable?,US,1000,Phone,Registered,-4.29,16.59,1,National,16,7
7/11/16,Suffolk University/USA Today,10,Is your opinion of Elizabeth Warren generally favorable or generally unfavorable?,US,1000,Phone,Registered,-19.68,18.74,1,National,16,7
7/11/16,Suffolk University/USA Today,11,Is your opinion of Gary Johnson generally favorable or generally unfavorable?,US,1000,Phone,Registered,-4.29,16.59,1,National,16,7
7/11/16,Suffolk University/USA Today,12,Is your opinion of Donald Trump generally favorable or generally unfavorable?,US,1000,Phone,Registered,-4.29,16.59,1,National,16,7
